asin,content,date,rate,reviewer,title
B07J6QDYYF, 'Great product for the price!! Happy i picked it up.' ,"Reviewed in Canada on January 29, 2020",5,Pete, 'Great!!' 
B00CM5SHCO," 'What a pretty lamp! Was just perfect for beside my bed. Shipping was fast, the package was really protective. Just love it! May have to buy some more!' ","Reviewed in Canada on February 12, 2018",5,Jennifer Massaroni, 'What a cute lamp!' 
B00CM5SHCO, 'bThe lack of a proper lamp shade means the light is too intense to be directly in your vision when turned on so it's not the type of lamp you can keep right next to you while you work but otherwise it's good. The on/off switch feels like it's quality and won't break down as fast as those pull chains can.The crystals create a subtle but noticeable light effect when the light hits a wall.' ,"Reviewed in Canada on June 8, 2018",4,M. D., 'Mostly Good.' 
B00CM5SHCO," 'I really LOVE this lamp, it is gorgeous! I keep it in my Kitchen and have a full size Red light bulb in it for lighting up the room at night. This is very calming and helps me to see at the same time.'bThe lamp is actually much bigger than I thought it was, so I was super happy about that!! The crystals in the lamp are so shiny and sparkly, it looks like a million bucks! Please note ! When I first got the lamp I didnt see that there was a very thin film of saran wrap wrapped all around it. This took away all the sparkle and life of the crystals effect. It wasn't until I was examining the crystals up close, that I noticed it. So please be aware of it, so you can take it off! I highly recommend this lamp! ","Reviewed in Canada on September 16, 2019",4,R.C. Mp, 'Gorgeous' 
B00CM5SHCO, 'Beautiful lamp for the price would give it a 10 it arrived very quickly i love it and so does my man i ordered another one right away for the other side of the bed one of the best things i got on amazon so far' ,"Reviewed in Canada on January 22, 2019",5,Sara L, 'Beautiful lamp' 
B00CM5SHCO, 'Super qualit et belle couleur tr s satisfait' ,"Reviewed in Canada on January 17, 2020",5,bClient d'Amazon, 'Parfait' 
B00CM5SHCO, 'Like the size and colour' ,"Reviewed in Canada on January 11, 2020",5,kevin wilmot, 'Luv it' 
B00CM5SHCO, 'Beautiful lamp. Ordered my second one for the guest bedroom nightstand. A 40w bulb is perfect for it. If you like reading before bed it emits enough light. Overall very happy with this product. It s really well packaged & very pretty! I d definitely recommend' ,"Reviewed in Canada on May 28, 2019",5,Rita Grover, 'Beautiful lamp' 
B00CM5SHCO, 'I wish i could put 10 stars. These are absolutley beautiful. So much nicer in person. LOVE <3' ,"Reviewed in Canada on January 23, 2018",5,Karen, 'These are absolutley beautiful. So much nicer in person' 
B00CM5SHCO," 'It is actually not as easy as you would think to find a smaller lamp like this which also takes a regular sized A19 light bulb, but this lamp does. The lamp is a nice size for a bedside table which is what I was looking for, is not too big and takes a normal A19 with E26 base. I put some Philips Hue colour bulbs in the 2 lamps I bought for the bedroom and they are perfect for my needs.' ","Reviewed in Canada on February 5, 2018",5,drhamr, 'bIt's a lamp 
B00CM5SHCO," 'bAs advertised. Correct dimensions, colours and lighting. I like what I see for the price quality-wise. I've attached a picture showing the lamp with a 14 watt compact fluorescent bulb in my room. It's a relaxed lighting look, and equivalent to a 60 watt incandescent bulb. I blew out the highlights in that picture but it gives an accurate look to the overall room lighting. That means the overall room lighting is accurate but the lamp itself is showing brighter than it is in reality in the room.bIt uses a standard bulb base so you can easily get 100 watt incandescent performance using a 23 watt CFL or ~15 watt LED standard size bulb (and remain under the 40 watt limit lamp rating). It's a rocker on/off switch on mine and if you look close in the picture you can see it poking just above the sectional profile. Definitely recommended if you like what you see.Cheers' ","Reviewed in Canada on September 8, 2018",5,thekw, 'bIt's a great lamp. 
B00CM5SHCO," 'Love it, as it is very cozy and adds just the perfect light in an entrance, bathroom or bedroom. This lamp creates a soothing ambiamce. I used the INNOCCY Edison Bulb Medium (E26) Standard Base Dimmable ST64 60W Vintage Light Bulb 2300K Warm White ,Pack of 6 and it is simply amazing. I will buy two more in the near future....' ","Reviewed in Canada on April 12, 2019",5,Gentleman, 'Such a neat & compact lamp' 
B00CM5SHCO," 'Ordered these for my bedroom. They are the perfect side for a bedside lamp and they are sturdy yet lightweight. Work perfectly, arrived in perfect condition. Cannot be happier!' ","Reviewed in Canada on July 14, 2019",5,Kirsten S., 'Exactly as described - perfect for beside lamp!' 
B00CM5SHCO, 'bCouldn't be happier with these. Mine included light bulbs that give a very dull and soft glow. I used these for my guest room and couldn't be happier with how they look. ,"Reviewed in Canada on August 20, 2017",5,Jared1981, 'bCouldn't be happier with these 
B00CM5SHCO," 'Bonne qualit , tr s jolie petite lampe de chevet.Fid le la photo, rien signaler, elle est tr s bien.' ","Reviewed in Canada on July 9, 2017",5,TFX," 'Tr s jolie, bonne qualit ' "
B00CM5SHCO," 'Nice well made lamp. Fit well in the living room.'bProvided lots of light with a 40 watt bulb, unfortunately too much for the spot it was placed. It reflected back into the wall mounted tv. My husband couldn't look past the glare so reluctantly it will be returned.Too bad, because it looked really nice on the sofa back table.' ","Reviewed in Canada on July 28, 2019",5,Kimby, 'Good value' 
B00CM5SHCO, 'This is the lamp you need it is awesome it has 7 types of brightness so you will find the perfect one. Obviously it is for study so it is not that much bright at the brightest.' ,"Reviewed in Canada on October 19, 2019",5,Rodrigo R., 'This lamp equals perfection' 
B00CM5SHCO," 'The grey colour is more like a dark eggshell brown/beige. I bought it because it was small. Bulb is not included and needs an e12/chandelier bulb, it emits a lot of light for what it is. Definitely not a living room lamp, more for a small desk or counter.' ","Reviewed in Canada on May 7, 2019",5,Babs, 'Okay' 
B00CM5SHCO, 'bLamp looks great in the space and is perfect for small rooms. Only thing is that it's a bit wobbly on the top as the base and the fixture are not connected and it's not mounted at all. Also the cord where the switch is is kind of an awkward length. But looks perfect! ,"Reviewed in Canada on September 11, 2019",5,cr0c0diles, 'Cute bedroom lamp!' 
B00CM5SHCO," 'bBeautiful! Seriously so elegant and space saving. Price range wise, pretty amazing if you don't want something second hand! And as nice as this! I decided to stick a small flower pot in mine. Double space saver! ","Reviewed in Canada on September 30, 2019",5,Christina, 'No regrets!' 
B00CM5SHCO," 'Love it, though I wish the cord was a bit thinner.' ","Reviewed in Canada on December 29, 2018",5,laila, 'Perfect' 
B00CM5SHCO," 'Perfect small lamps for my condo! Arrived as promised on first day of delivery window. Only surprise was having to pay duty/taxes prior to delivery, thought that was all included, live and learn. Beautiful products, totally satisfied.' ","Reviewed in Canada on December 8, 2016",5,Amazon Customer, 'Perfect small lamps for my condo' 
B00CM5SHCO," 'bI gave it a four because it doesn't quite look as expensive in person, I got a similar lamp for a spare bedroom for a fraction of the cost, but that being said I do love it! ","Reviewed in Canada on September 18, 2017",4,Sandy Shopper, 'Love it!' 
B00CM5SHCO," 'Nice lamp for the price point. It takes regular sized A19 bulbs so I am able to use a Philips Hue bulb and control with a motion sensor. Easy to clean, lightweight. Serves as a lamp at my front entrance.' ","Reviewed in Canada on January 13, 2018",5,Maddie Lewis, 'Nice Lamp For the Price Point' 
B00CM5SHCO," 'bI have been looking for a versatile desk lamp and found this desk lamp and read some good reviews, I'm extremely happy with this purchase not just for a good price but also the quality and features that I was looking for. I use this desk lamp for my computer works. I highly recommend this product. ","Reviewed in Canada on July 4, 2019",5,Wil Pen," 'The features, the versatility and the price is just perfect for my needs!' "
B00CM5SHCO, 'bIt works quite well. Can't believe it can light up my whole desk with only 7w. Really appreciate the color adjusting switch. ,"Reviewed in Canada on December 14, 2018",5,Picadilly, 'Good lamp for studying' 
B00CM5SHCO," 'Bright and sines! Easy to use and and work, look clear when reading or building LEGO! Great' ","Reviewed in Canada on March 10, 2020",5,KC, 'Easy to use' 
B00CM5SHCO," 'bI am pretty satisfied with the overall performance, size and the adjustable angles of this lamp. I like it it has a full array of lighting color / temp from white all the way back to tradition yellow. The flex tube to adjust the angle of your light is pretty sturdy, doesn't feel flimsy at all. Seems like this is going to last a long time. The Piano face panel and base is beautiful but you know....like all piano surface, even if you use a duster will leave scratch marks or marks on it....emm but that's the nature of the material. I dont' mind the shinny Piano surface at all. Simple functions, nothing fancy, it's all about the color temp light and brightness which is all I need when I work on my hobby stuff. If you need super bright and long range lighting, you need to buy expensive more heavy duty LED work lights / tubes that mount to your work bench. I am just using a long Ikea Desk with 2 of these lights and work for me. Different people have different needs, if you need bright lighting through out all areas of your hobby / work desk / bench, you will need to invest something more appropriate. But I don't think this will be disappointing for anyone that needs a ready light, more than enough. Anyway, it's a lamp, 360 lumen or something.... if it's bright enough for you, then you won't be disappointed. Beautiful touch panel for brightness adjustmen (like sweeping your finger on your Mac book to increase volume) Buttons responses is very accurate and no delays. Oh, it will remember your last light setting, so you don't have to re adjust every use. ","Reviewed in Canada on August 12, 2018",5,Robert L., 'bIt's a good light for my Hobby Desk 
